Finanzposition;Bezeichnung;EIN/AUS;Teilabschnitt;RQ;FG;SN;AOB;Anfängliche Zahlungsrückstände EUR;Laufendes Soll EUR;Gesamt Soll EUR;Ist EUR;Schließliche Zahlungsrückstände EUR;Voranschlag EUR;Nachtrags-Voranschlag EUR;Gesamt-Voranschlag EUR;Unterschied zw. LFD.Soll - Gesamt-VA günsiger EUR;Unterschied zw. LFD.Soll - Gesamt-VA ungünsiger EUR
'1.03110.040600';FAHRZEUGE FAHRRADSTATION;AUSGABE;'03110';41;3;D;'1008';          0.00;        700.00;        700.00;        700.00;          0.00;          0.00;          0.00;          0.00;          0.00;        700.00
'1.03110.042000';AMTSAUSSTATTUNG;AUSGABE;'03110';41;3;D;'1008';          0.00;          0.00;          0.00;          0.00;          0.00;       8800.00;          0.00;       8800.00;       8800.00;          0.00
'1.03110.042990';AMTSAUSSTATTUNG EDV;AUSGABE;'03110';41;3;D;'MDIM';          0.00;       2790.00;       2790.00;       2790.00;          0.00;          0.00;          0.00;          0.00;          0.00;       2790.00
'1.03110.070000';AKTIVIERUNGSFÄHIGE RECHTE;AUSGABE;'03110';42;3;D;'1008';          0.00;        181.50;        181.50;        181.50;          0.00;          0.00;          0.00;          0.00;          0.00;        181.50
'1.03110.400000';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'03110';23;1;D;'1008';          0.00;        545.43;        545.43;        545.43;          0.00;       1300.00;          0.00;       1300.00;        754.57;          0.00
'1.03110.400990';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS EDV;AUSGABE;'03110';23;1;D;'MDIM';          7.50;       2620.54;       2628.04;       2628.04;          0.00;          0.00;          0.00;          0.00;          0.00;       2620.54
'1.03110.403000';HANDELSWAREN;AUSGABE;'03110';23;1;D;'1008';          0.00;       5618.68;       5618.68;       5075.18;        543.50;          0.00;          0.00;          0.00;          0.00;       5618.68
'1.03110.454100';REINIGUNGSMITTEL;AUSGABE;'03110';23;1;D;'1008';          0.00;         82.06;         82.06;         82.06;          0.00;        100.00;          0.00;        100.00;         17.94;          0.00
'1.03110.455000';CHEMISCHE UND SONSTIGE ARTVERWANDTE MITTEL;AUSGABE;'03110';23;1;D;'1008';          0.00;          6.45;          6.45;          6.45;          0.00;          0.00;          0.00;          0.00;          0.00;          6.45
'1.03110.456000';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'03110';23;1;D;'1008';          0.00;        811.30;        811.30;        811.30;          0.00;          0.00;          0.00;          0.00;          0.00;        811.30
'1.03110.456990';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'03110';23;1;D;'1008';          0.00;        511.75;        511.75;        511.75;          0.00;       1500.00;          0.00;       1500.00;        988.25;          0.00
'1.03110.457000';DRUCKWERKE;AUSGABE;'03110';23;1;D;'1008';         14.25;        247.71;        261.96;        239.16;         22.80;        500.00;          0.00;        500.00;        252.29;          0.00
'1.03110.457009';DRUCKWERKE KOPIERSERVICE - MDPA;AUSGABE;'03110';23;1;D;'1008';          0.00;         41.38;         41.38;         41.38;          0.00;        200.00;          0.00;        200.00;        158.62;          0.00
'1.03110.457100';DRUCKWERKE;AUSGABE;'03110';23;1;D;'1008';          0.00;          0.00;          0.00;          0.00;          0.00;        200.00;          0.00;        200.00;        200.00;          0.00
'1.03110.459000';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'03110';23;1;D;'1008';          0.00;          9.12;          9.12;          9.12;          0.00;        800.00;          0.00;        800.00;        790.88;          0.00
'1.03110.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'03110';20;0;S;'1008';          0.00;     162538.65;     162538.65;     162538.65;          0.00;      49700.00;          0.00;      49700.00;          0.00;     112838.65
'1.03110.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'03110';20;0;S;'1008';          0.00;       7813.35;       7813.35;       7813.35;          0.00;       1000.00;          0.00;       1000.00;          0.00;       6813.35
'1.03110.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'03110';20;0;S;'1008';          0.00;     262071.28;     262071.28;     262071.28;          0.00;     329700.00;          0.00;     329700.00;      67628.72;          0.00
'1.03110.510010';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'03110';20;0;S;'1008';          0.00;       9357.60;       9357.60;       9357.60;          0.00;       1300.00;          0.00;       1300.00;          0.00;       8057.60
'1.03110.511000';GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG;AUSGABE;'03110';20;0;S;'1008';          0.00;      24892.00;      24892.00;      24892.00;          0.00;          0.00;          0.00;          0.00;          0.00;      24892.00
'1.03110.511010';GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG;AUSGABE;'03110';20;0;S;'1008';          0.00;        429.80;        429.80;        429.80;          0.00;          0.00;          0.00;          0.00;          0.00;        429.80
'1.03110.560000';REISEGEBÜHREN;AUSGABE;'03110';20;0;D;'1008';          0.00;       2062.23;       2062.23;       2062.23;          0.00;       2000.00;          0.00;       2000.00;          0.00;         62.23
'1.03110.563000';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'03110';20;0;S;'1008';          0.00;        257.70;        257.70;        257.70;          0.00;        200.00;          0.00;        200.00;          0.00;         57.70
'1.03110.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'03110';20;0;S;'1008';          0.00;       1530.00;       1530.00;       1530.00;          0.00;        200.00;          0.00;        200.00;          0.00;       1330.00
'1.03110.565300';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'03110';20;0;D;'1008';          0.00;       5786.91;       5786.91;       5786.91;          0.00;       4400.00;          0.00;       4400.00;          0.00;       1386.91
'1.03110.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'03110';20;0;S;'1008';          0.00;       1508.40;       1508.40;       1508.40;          0.00;        300.00;          0.00;        300.00;          0.00;       1208.40
'1.03110.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'03110';20;0;S;'1008';          0.00;      21190.46;      21190.46;      21190.46;          0.00;          0.00;          0.00;          0.00;          0.00;      21190.46
'1.03110.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'03110';20;0;S;'1008';          0.00;      64241.35;      64241.35;      64241.35;          0.00;     151000.00;          0.00;     151000.00;      86758.65;          0.00
'1.03110.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'03110';20;0;S;'1008';          0.00;       7990.12;       7990.12;       7990.12;          0.00;       1200.00;          0.00;       1200.00;          0.00;       6790.12
'1.03110.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'03110';20;0;S;'1008';          0.00;       1295.00;       1295.00;       1295.00;          0.00;        300.00;          0.00;        300.00;          0.00;        995.00
'1.03110.600600';STROM FAHRRADSTATION;AUSGABE;'03110';24;1;D;'1008';          0.00;        916.64;        916.64;        916.64;          0.00;          0.00;          0.00;          0.00;          0.00;        916.64
'1.03110.614009';INSTANDH. VON GEBÄUDEN A8/5W;AUSGABE;'03110';24;3;D;'1008';          0.00;          0.00;          0.00;          0.00;          0.00;        700.00;          0.00;        700.00;        700.00;          0.00
'1.03110.614600';INSTANDH. VON GEBÄUDEN FAHRRADSTATION;AUSGABE;'03110';24;3;D;'1008';          0.00;        552.18;        552.18;        552.18;          0.00;          0.00;          0.00;          0.00;          0.00;        552.18
'1.03110.617600';INSTANDH. VON FAHRZEUGEN FAHRRADSTATION;AUSGABE;'03110';24;3;D;'1008';          0.00;        400.00;        400.00;        400.00;          0.00;          0.00;          0.00;          0.00;          0.00;        400.00
'1.03110.618000';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'03110';24;3;D;'1008';          0.00;        212.59;        212.59;         65.15;        147.44;        100.00;          0.00;        100.00;          0.00;        112.59
'1.03110.618600';INSTANDH. VON SONSTIGEN ANLAGEN FAHRRADSTATION;AUSGABE;'03110';24;3;D;'1008';          0.00;        270.00;        270.00;        270.00;          0.00;          0.00;          0.00;          0.00;          0.00;        270.00
'1.03110.620000';PERSONEN- UND GÜTERTRANSPORTE;AUSGABE;'03110';24;9;D;'1008';          0.00;        364.32;        364.32;        364.32;          0.00;        700.00;          0.00;        700.00;        335.68;          0.00
'1.03110.620600';PERSONEN- UND GÜTERTRANSPORTE WB;AUSGABE;'03110';24;9;D;'1008';          0.00;          0.00;          0.00;          0.00;          0.00;       1600.00;          0.00;       1600.00;       1600.00;          0.00
'1.03110.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'03110';24;1;D;'1008';          0.00;        301.07;        301.07;        301.07;          0.00;       1000.00;          0.00;       1000.00;        698.93;          0.00
'1.03110.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'03110';24;1;D;'1008';          0.00;        598.77;        598.77;        596.44;          2.33;       1000.00;          0.00;       1000.00;        401.23;          0.00
'1.03110.631300';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'03110';24;1;D;'1008';         20.59;        236.88;        257.47;        242.44;         15.03;          0.00;          0.00;          0.00;          0.00;        236.88
'1.03110.700000';MIETZINSE;AUSGABE;'03110';24;9;D;'1008';          0.00;       2100.00;       2100.00;       2100.00;          0.00;          0.00;          0.00;          0.00;          0.00;       2100.00
'1.03110.700100';MIETZINSE KOPIERER;AUSGABE;'03110';24;9;D;'1008';          0.00;         16.98;         16.98;         16.98;          0.00;        400.00;          0.00;        400.00;        383.02;          0.00
'1.03110.700500';MIETZINSE FAHRRADSTATION;AUSGABE;'03110';24;9;D;'1008';          0.00;      35784.16;      35784.16;      35784.16;          0.00;      40400.00;          0.00;      40400.00;       4615.84;          0.00
'1.03110.710100';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'03110';24;8;D;'1008';          0.00;        304.72;        304.72;        304.72;          0.00;          0.00;          0.00;          0.00;          0.00;        304.72
'1.03110.723000';AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN;AUSGABE;'03110';24;9;D;'1008';          0.00;        903.18;        903.18;        903.18;          0.00;       1400.00;          0.00;       1400.00;        496.82;          0.00
'1.03110.728200';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'03110';24;9;D;'1008';      75719.65;     113007.51;     188727.16;     164354.49;      24372.67;     225000.00;      33500.00;     258500.00;     145492.49;          0.00
'1.03110.728300';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'03110';24;9;D;'1008';       2850.00;       2850.00;       5700.00;       2850.00;       2850.00;          0.00;          0.00;          0.00;          0.00;       2850.00
'1.03110.728310';ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN;AUSGABE;'03110';24;9;D;'1008';          0.00;        540.00;        540.00;        540.00;          0.00;          0.00;          0.00;          0.00;          0.00;        540.00
'1.03110.728510';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'03110';24;9;D;'1008';       7506.00;      49971.39;      57477.39;      34307.59;      23169.80;      24000.00;          0.00;      24000.00;          0.00;      25971.39
'1.03110.728800';ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN;AUSGABE;'03110';24;9;D;'1008';          0.00;        402.00;        402.00;        402.00;          0.00;        500.00;          0.00;        500.00;         98.00;          0.00
'1.03110.728990';ENTGELTE FÜR SONSTIGE LEISTUNGEN EDV;AUSGABE;'03110';24;8;D;'MDIM';          0.00;        501.41;        501.41;        501.41;          0.00;          0.00;          0.00;          0.00;          0.00;        501.41
'1.03200.042000';AMTSAUSSTATTUNG;AUSGABE;'03200';41;3;D;'1006';       2953.08;          0.00;       2953.08;       2953.08;          0.00;       2000.00;          0.00;       2000.00;       2000.00;          0.00
'1.03200.042990';AMTSAUSSTATTUNG;AUSGABE;'03200';41;3;D;'MDIM';       1623.96;          0.00;       1623.96;       1623.96;          0.00;          0.00;          0.00;          0.00;          0.00;          0.00
'1.03200.070000';AKTIVIERUNGSFÄHIGE RECHTE;AUSGABE;'03200';42;3;D;'1006';        742.20;        335.75;       1077.95;       1077.95;          0.00;          0.00;          0.00;          0.00;          0.00;        335.75
'1.03200.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'03200';65;8;S;'SN21';          0.00;     159363.36;     159363.36;     159363.36;          0.00;     158100.00;          0.00;     158100.00;          0.00;       1263.36
'1.03200.400000';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'03200';23;1;D;'1006';        361.53;       3323.52;       3685.05;       3685.05;          0.00;       2000.00;          0.00;       2000.00;          0.00;       1323.52
'1.03200.400030';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'03200';23;1;D;'0805';          0.00;         95.82;         95.82;         95.82;          0.00;       1000.00;          0.00;       1000.00;        904.18;          0.00
'1.03200.400100';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS DIENSTKLEIDER;AUSGABE;'03200';23;1;D;'1006';          0.00;          0.00;          0.00;          0.00;          0.00;        600.00;          0.00;        600.00;        600.00;          0.00
'1.03200.400200';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'03200';23;1;D;'1006';          0.00;          0.00;          0.00;          0.00;          0.00;        600.00;          0.00;        600.00;        600.00;          0.00
'1.03200.400890';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'03200';23;1;D;'085W';          0.00;          0.00;          0.00;          0.00;          0.00;        100.00;          0.00;        100.00;        100.00;          0.00
'1.03200.402000';MATERIALIEN F.INNERBETRIEBLICHE LEISTUNGEN;AUSGABE;'03200';23;1;D;'1006';          0.00;        963.14;        963.14;        963.14;          0.00;       4000.00;          0.00;       4000.00;       3036.86;          0.00
'1.03200.402550';MATERIALIEN F.INNERBETRIEBLICHE LEISTUNGEN;AUSGABE;'03200';23;1;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.03200.403000';HANDELSWAREN;AUSGABE;'03200';23;1;D;'1006';          0.00;        588.07;        588.07;          0.00;        588.07;          0.00;          0.00;          0.00;          0.00;        588.07
'1.03200.423550';ROH- UND HILFSSTOFFE FÜR DAS BAUHAUPTGEWERBE;AUSGABE;'03200';23;1;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.03200.424550';ROH- UND HILFSSTOFFE FÜR DAS BAUNEBENGEWERBE;AUSGABE;'03200';23;1;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.03200.424890';ROH- UND HILFSSTOFFE FÜR DAS BAUNEBENGEWERBE;AUSGABE;'03200';23;1;D;'085W';          0.00;          0.00;          0.00;          0.00;          0.00;        100.00;          0.00;        100.00;        100.00;          0.00
'1.03200.428000';FERTIG BEZOGENE TEILE;AUSGABE;'03200';23;1;D;'1006';          0.00;         38.26;         38.26;         38.26;          0.00;        100.00;          0.00;        100.00;         61.74;          0.00
'1.03200.428550';FERTIG BEZOGENE TEILE;AUSGABE;'03200';23;1;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.03200.428890';FERTIG BEZOGENE TEILE;AUSGABE;'03200';23;1;D;'085W';          0.00;          0.00;          0.00;          0.00;          0.00;        100.00;          0.00;        100.00;        100.00;          0.00
'1.03200.452000';TREIBSTOFFE WB;AUSGABE;'03200';23;1;D;'1006';          0.00;       1582.87;       1582.87;       1582.87;          0.00;       9300.00;          0.00;       9300.00;       7717.13;          0.00
